work_order_id,asset_id,plant_id,type,cmms_status,field_status,opened_at,closed_at,temporary_bypass,notes
WO-000784,OT-01943,PLT-18,CM,CLOSED,RETURNED_TO_SERVICE,2026-09-30T06:00:00,,NO,parts substituted
WO-000785,OT-01642,PLT-15,INSPECTION,CLOSED,OUT_OF_SERVICE,2026-09-03T17:00:00,2026-09-04T03:00:00,NO,operator workaround active
WO-000786,OT-01562,PLT-15,PM,CLOSED,DEGRADED,2026-09-02T18:00:00,2026-09-04T18:00:00,NO,awaiting vendor
WO-000787,OT-01588,PLT-15,EMERGENCY,OPEN,RETURNED_TO_SERVICE,2026-09-15T17:00:00,2026-09-16T03:00:00,NO,parts substituted
WO-000788,OT-01072,PLT-10,CM,DEFERRED,RETURNED_TO_SERVICE,2026-09-23T21:00:00,,NO,documentation pending
WO-000789,OT-00792,PLT-08,CALIBRATION,DEFERRED,RETURNED_TO_SERVICE,2026-09-23T11:00:00,2026-09-23T14:00:00,NO,standard work
WO-000790,OT-01657,PLT-15,CM,DEFERRED,DEGRADED,2026-09-20T20:00:00,,NO,awaiting vendor
WO-000791,OT-00433,PLT-04,PM,CLOSED,OUT_OF_SERVICE,2026-10-06T00:00:00,,NO,documentation pending
WO-000792,OT-00765,PLT-08,INSPECTION,OPEN,OUT_OF_SERVICE,2026-09-24T14:00:00,2026-09-26T03:00:00,NO,parts substituted
WO-000793,OT-00245,PLT-03,CM,OPEN,ACTIVE,2026-09-28T05:00:00,,NO,standard work
WO-000794,OT-01179,PLT-11,EMERGENCY,CLOSED,ACTIVE,2026-09-12T05:00:00,,NO,awaiting vendor
WO-000795,OT-00924,PLT-09,CALIBRATION,DEFERRED,OUT_OF_SERVICE,2026-09-26T10:00:00,,NO,parts substituted
WO-000796,OT-01607,PLT-15,EMERGENCY,DEFERRED,ACTIVE,2026-10-01T23:00:00,2026-10-03T16:00:00,NO,parts substituted
WO-000797,OT-01588,PLT-15,CM,DEFERRED,OUT_OF_SERVICE,2026-09-30T06:00:00,,NO,operator workaround active
WO-000798,OT-01786,PLT-17,CM,OPEN,OUT_OF_SERVICE,2026-10-04T06:00:00,2026-10-05T23:00:00,NO,standard work
WO-000799,OT-00082,PLT-01,INSPECTION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-29T02:00:00,2026-10-01T22:00:00,NO,operator workaround active
WO-000800,OT-01450,PLT-14,EMERGENCY,CLOSED,ACTIVE,2026-09-08T22:00:00,,NO,parts substituted
WO-000801,OT-01438,PLT-14,CM,DEFERRED,ACTIVE,2026-09-30T18:00:00,2026-10-01T17:00:00,NO,standard work
WO-000802,OT-01410,PLT-13,INSPECTION,CLOSED,RETURNED_TO_SERVICE,2026-09-28T17:00:00,,NO,documentation pending
WO-000803,OT-01437,PLT-14,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-10-03T08:00:00,,NO,operator workaround active
WO-000804,OT-00358,PLT-04,PM,OPEN,OUT_OF_SERVICE,2026-10-07T13:00:00,2026-10-08T06:00:00,NO,standard work
WO-000805,OT-00900,PLT-09,PM,OPEN,RETURNED_TO_SERVICE,2026-09-08T15:00:00,2026-09-11T05:00:00,NO,operator workaround active
WO-000806,OT-00526,PLT-05,EMERGENCY,DEFERRED,RETURNED_TO_SERVICE,2026-09-14T18:00:00,,NO,operator workaround active
WO-000807,OT-00970,PLT-09,PM,CLOSED,DEGRADED,2026-09-30T17:00:00,2026-10-02T05:00:00,NO,documentation pending
WO-000808,OT-00218,PLT-03,PM,DEFERRED,OUT_OF_SERVICE,2026-10-04T03:00:00,,YES,standard work
WO-000809,OT-01911,PLT-18,PM,CLOSED,OUT_OF_SERVICE,2026-09-23T22:00:00,2026-09-25T08:00:00,NO,documentation pending
WO-000810,OT-01813,PLT-17,CM,CLOSED,DEGRADED,2026-10-09T15:00:00,,YES,standard work
WO-000811,OT-01163,PLT-11,INSPECTION,CLOSED,DEGRADED,2026-09-17T15:00:00,,NO,documentation pending
WO-000812,OT-00984,PLT-09,INSPECTION,OPEN,RETURNED_TO_SERVICE,2026-09-06T19:00:00,2026-09-08T04:00:00,NO,operator workaround active
WO-000813,OT-01893,PLT-17,EMERGENCY,OPEN,ACTIVE,2026-10-05T13:00:00,2026-10-05T20:00:00,NO,parts substituted
WO-000814,OT-00594,PLT-06,EMERGENCY,CLOSED,RETURNED_TO_SERVICE,2026-10-08T12:00:00,2026-10-09T08:00:00,NO,awaiting vendor
WO-000815,OT-00663,PLT-07,PM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-05T07:00:00,,NO,parts substituted
WO-000816,OT-01557,PLT-15,CM,IN_PROGRESS,ACTIVE,2026-10-04T16:00:00,2026-10-05T11:00:00,NO,documentation pending
WO-000817,OT-00854,PLT-08,CALIBRATION,OPEN,RETURNED_TO_SERVICE,2026-10-09T13:00:00,2026-10-10T21:00:00,NO,awaiting vendor
WO-000818,OT-00307,PLT-03,INSPECTION,CLOSED,ACTIVE,2026-10-10T23:00:00,,NO,documentation pending
WO-000819,OT-01089,PLT-10,INSPECTION,OPEN,DEGRADED,2026-09-10T22:00:00,,NO,documentation pending
WO-000820,OT-01222,PLT-12,EMERGENCY,CLOSED,DEGRADED,2026-10-02T21:00:00,2026-10-03T22:00:00,YES,parts substituted
WO-000821,OT-00050,PLT-01,INSPECTION,CLOSED,DEGRADED,2026-09-19T07:00:00,,YES,documentation pending
WO-000822,OT-00769,PLT-08,EMERGENCY,DEFERRED,OUT_OF_SERVICE,2026-10-01T11:00:00,2026-10-04T06:00:00,NO,documentation pending
WO-000823,OT-01607,PLT-15,INSPECTION,OPEN,RETURNED_TO_SERVICE,2026-09-02T08:00:00,2026-09-04T05:00:00,NO,standard work
WO-000824,OT-01397,PLT-13,PM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-08T09:00:00,2026-09-08T15:00:00,NO,parts substituted
WO-000825,OT-00817,PLT-08,CM,OPEN,DEGRADED,2026-09-27T04:00:00,2026-09-27T16:00:00,NO,parts substituted
WO-000826,OT-00107,PLT-02,INSPECTION,DEFERRED,ACTIVE,2026-10-09T23:00:00,2026-10-12T13:00:00,NO,operator workaround active
WO-000827,OT-01528,PLT-14,INSPECTION,IN_PROGRESS,DEGRADED,2026-09-24T15:00:00,2026-09-27T09:00:00,YES,awaiting vendor
WO-000828,OT-01518,PLT-14,CALIBRATION,DEFERRED,OUT_OF_SERVICE,2026-09-19T19:00:00,,NO,awaiting vendor
WO-000829,OT-01788,PLT-17,PM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-09T14:00:00,2026-09-09T19:00:00,NO,parts substituted
WO-000830,OT-00626,PLT-06,EMERGENCY,CLOSED,RETURNED_TO_SERVICE,2026-10-08T13:00:00,,NO,standard work
WO-000831,OT-00002,PLT-01,INSPECTION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-14T08:00:00,2026-09-16T04:00:00,NO,standard work
WO-000832,OT-00859,PLT-08,CALIBRATION,DEFERRED,OUT_OF_SERVICE,2026-09-13T13:00:00,,NO,operator workaround active
WO-000833,OT-01946,PLT-18,CALIBRATION,IN_PROGRESS,ACTIVE,2026-09-19T00:00:00,2026-09-21T01:00:00,NO,operator workaround active
WO-000834,OT-01340,PLT-13,EMERGENCY,CLOSED,DEGRADED,2026-09-05T16:00:00,2026-09-06T14:00:00,NO,awaiting vendor
WO-000835,OT-00409,PLT-04,CM,IN_PROGRESS,ACTIVE,2026-09-16T16:00:00,,NO,awaiting vendor
WO-000836,OT-00211,PLT-03,PM,IN_PROGRESS,DEGRADED,2026-09-03T17:00:00,2026-09-06T01:00:00,NO,standard work
WO-000837,OT-01467,PLT-14,PM,DEFERRED,DEGRADED,2026-09-15T18:00:00,2026-09-16T08:00:00,NO,standard work
WO-000838,OT-00298,PLT-03,PM,IN_PROGRESS,ACTIVE,2026-09-18T17:00:00,,NO,awaiting vendor
WO-000839,OT-01415,PLT-13,EMERGENCY,CLOSED,DEGRADED,2026-09-14T03:00:00,2026-09-16T03:00:00,NO,operator workaround active
WO-000840,OT-00415,PLT-04,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-10-01T13:00:00,,NO,awaiting vendor
WO-000841,OT-00317,PLT-03,INSPECTION,CLOSED,RETURNED_TO_SERVICE,2026-09-06T06:00:00,2026-09-09T04:00:00,NO,operator workaround active
WO-000842,OT-00269,PLT-03,CALIBRATION,DEFERRED,DEGRADED,2026-09-06T18:00:00,,NO,standard work
WO-000843,OT-01606,PLT-15,INSPECTION,IN_PROGRESS,OUT_OF_SERVICE,2026-10-07T01:00:00,2026-10-09T17:00:00,NO,awaiting vendor
WO-000844,OT-00070,PLT-01,CM,CLOSED,ACTIVE,2026-10-03T15:00:00,2026-10-05T23:00:00,NO,standard work
WO-000845,OT-01272,PLT-12,PM,DEFERRED,DEGRADED,2026-09-26T19:00:00,2026-09-29T00:00:00,NO,documentation pending
WO-000846,OT-00973,PLT-09,INSPECTION,CLOSED,RETURNED_TO_SERVICE,2026-09-13T02:00:00,,NO,operator workaround active
WO-000847,OT-01896,PLT-18,EMERGENCY,OPEN,OUT_OF_SERVICE,2026-09-05T11:00:00,2026-09-07T17:00:00,YES,standard work
WO-000848,OT-01922,PLT-18,INSPECTION,DEFERRED,DEGRADED,2026-09-07T12:00:00,,NO,awaiting vendor
WO-000849,OT-01821,PLT-17,INSPECTION,CLOSED,ACTIVE,2026-10-10T10:00:00,2026-10-11T17:00:00,NO,standard work
WO-000850,OT-01814,PLT-17,CM,CLOSED,ACTIVE,2026-09-08T20:00:00,2026-09-10T02:00:00,NO,parts substituted
WO-000851,OT-00108,PLT-02,EMERGENCY,CLOSED,RETURNED_TO_SERVICE,2026-09-28T04:00:00,,YES,standard work
WO-000852,OT-01511,PLT-14,PM,CLOSED,RETURNED_TO_SERVICE,2026-09-13T19:00:00,,NO,awaiting vendor
WO-000853,OT-01337,PLT-13,EMERGENCY,CLOSED,ACTIVE,2026-09-16T12:00:00,2026-09-19T03:00:00,YES,parts substituted
WO-000854,OT-00413,PLT-04,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-26T05:00:00,2026-09-27T08:00:00,NO,standard work
WO-000855,OT-00965,PLT-09,EMERGENCY,CLOSED,RETURNED_TO_SERVICE,2026-09-24T07:00:00,,NO,awaiting vendor
WO-000856,OT-00152,PLT-02,CM,OPEN,ACTIVE,2026-09-17T06:00:00,,NO,awaiting vendor
WO-000857,OT-01344,PLT-13,PM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-06T21:00:00,2026-09-09T15:00:00,NO,operator workaround active
WO-000858,OT-00215,PLT-03,CM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-06T01:00:00,,NO,operator workaround active
WO-000859,OT-00816,PLT-08,CM,OPEN,ACTIVE,2026-09-07T21:00:00,2026-09-09T05:00:00,NO,operator workaround active
WO-000860,OT-01569,PLT-15,PM,DEFERRED,DEGRADED,2026-09-11T16:00:00,,NO,awaiting vendor
WO-000861,OT-01574,PLT-15,INSPECTION,OPEN,DEGRADED,2026-10-03T11:00:00,,NO,documentation pending
WO-000862,OT-01139,PLT-11,EMERGENCY,OPEN,DEGRADED,2026-09-27T05:00:00,,NO,documentation pending
WO-000863,OT-01170,PLT-11,INSPECTION,CLOSED,OUT_OF_SERVICE,2026-09-27T18:00:00,2026-09-28T20:00:00,NO,standard work
WO-000864,OT-01159,PLT-11,EMERGENCY,CLOSED,ACTIVE,2026-09-27T10:00:00,2026-09-29T01:00:00,NO,standard work
WO-000865,OT-01546,PLT-14,CALIBRATION,CLOSED,RETURNED_TO_SERVICE,2026-09-04T12:00:00,2026-09-07T01:00:00,NO,standard work
WO-000866,OT-01511,PLT-14,CM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-02T00:00:00,2026-09-02T20:00:00,NO,operator workaround active
WO-000867,OT-01801,PLT-17,CM,CLOSED,DEGRADED,2026-09-22T16:00:00,,NO,parts substituted
WO-000868,OT-01528,PLT-14,PM,OPEN,ACTIVE,2026-09-03T13:00:00,2026-09-05T22:00:00,NO,awaiting vendor
WO-000869,OT-01211,PLT-12,INSPECTION,CLOSED,RETURNED_TO_SERVICE,2026-09-09T01:00:00,,NO,operator workaround active
WO-000870,OT-00562,PLT-06,INSPECTION,OPEN,OUT_OF_SERVICE,2026-09-18T23:00:00,2026-09-21T05:00:00,NO,standard work
WO-000871,OT-01578,PLT-15,CALIBRATION,IN_PROGRESS,ACTIVE,2026-09-27T10:00:00,2026-09-28T13:00:00,NO,parts substituted
WO-000872,OT-00633,PLT-06,CM,DEFERRED,ACTIVE,2026-10-07T14:00:00,2026-10-08T11:00:00,NO,awaiting vendor
WO-000873,OT-00547,PLT-06,INSPECTION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-26T21:00:00,2026-09-28T05:00:00,NO,awaiting vendor
WO-000874,OT-01812,PLT-17,CALIBRATION,OPEN,ACTIVE,2026-10-10T21:00:00,2026-10-12T23:00:00,NO,standard work
WO-000875,OT-01230,PLT-12,PM,DEFERRED,RETURNED_TO_SERVICE,2026-09-22T16:00:00,,NO,documentation pending
WO-000876,OT-01149,PLT-11,CALIBRATION,CLOSED,ACTIVE,2026-09-10T22:00:00,,NO,operator workaround active
WO-000877,OT-01898,PLT-18,CM,DEFERRED,OUT_OF_SERVICE,2026-09-24T20:00:00,2026-09-25T19:00:00,NO,parts substituted
WO-000878,OT-01354,PLT-13,CM,OPEN,OUT_OF_SERVICE,2026-10-07T19:00:00,2026-10-08T20:00:00,YES,parts substituted
WO-000879,OT-00210,PLT-03,EMERGENCY,DEFERRED,ACTIVE,2026-09-12T16:00:00,,NO,operator workaround active
WO-000880,OT-01943,PLT-18,EMERGENCY,OPEN,OUT_OF_SERVICE,2026-09-04T14:00:00,2026-09-06T03:00:00,NO,parts substituted
WO-000881,OT-01538,PLT-14,CM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-15T21:00:00,,NO,standard work
WO-000882,OT-01636,PLT-15,EMERGENCY,DEFERRED,DEGRADED,2026-09-21T14:00:00,2026-09-23T07:00:00,NO,standard work
WO-000883,OT-00528,PLT-05,INSPECTION,DEFERRED,ACTIVE,2026-10-07T04:00:00,2026-10-09T21:00:00,NO,standard work
WO-000884,OT-01664,PLT-15,PM,OPEN,ACTIVE,2026-09-20T22:00:00,2026-09-23T07:00:00,NO,operator workaround active
WO-000885,OT-01465,PLT-14,EMERGENCY,OPEN,DEGRADED,2026-09-18T09:00:00,2026-09-20T15:00:00,NO,documentation pending
WO-000886,OT-01965,PLT-18,PM,CLOSED,ACTIVE,2026-09-13T10:00:00,2026-09-14T15:00:00,NO,parts substituted
WO-000887,OT-00586,PLT-06,EMERGENCY,CLOSED,RETURNED_TO_SERVICE,2026-09-25T12:00:00,,NO,parts substituted
WO-000888,OT-00020,PLT-01,EMERGENCY,IN_PROGRESS,DEGRADED,2026-10-05T13:00:00,2026-10-05T19:00:00,YES,standard work
WO-000889,OT-01805,PLT-17,CALIBRATION,IN_PROGRESS,DEGRADED,2026-10-01T10:00:00,,NO,standard work
WO-000890,OT-01532,PLT-14,INSPECTION,OPEN,RETURNED_TO_SERVICE,2026-09-12T21:00:00,2026-09-14T14:00:00,NO,standard work
WO-000891,OT-01759,PLT-16,CM,DEFERRED,OUT_OF_SERVICE,2026-09-18T18:00:00,,NO,operator workaround active
WO-000892,OT-01381,PLT-13,CM,CLOSED,DEGRADED,2026-09-23T12:00:00,2026-09-26T06:00:00,NO,awaiting vendor
WO-000893,OT-00615,PLT-06,CM,OPEN,ACTIVE,2026-10-10T08:00:00,2026-10-11T13:00:00,NO,parts substituted
WO-000894,OT-00933,PLT-09,INSPECTION,OPEN,DEGRADED,2026-09-18T17:00:00,,NO,standard work
WO-000895,OT-01791,PLT-17,INSPECTION,DEFERRED,RETURNED_TO_SERVICE,2026-09-12T10:00:00,,NO,awaiting vendor
WO-000896,OT-00989,PLT-10,EMERGENCY,IN_PROGRESS,DEGRADED,2026-10-01T15:00:00,2026-10-04T11:00:00,NO,standard work
WO-000897,OT-00606,PLT-06,INSPECTION,CLOSED,OUT_OF_SERVICE,2026-09-27T04:00:00,2026-09-29T18:00:00,NO,standard work
WO-000898,OT-00198,PLT-02,CM,CLOSED,DEGRADED,2026-10-07T18:00:00,2026-10-09T00:00:00,NO,parts substituted
WO-000899,OT-01336,PLT-13,INSPECTION,OPEN,ACTIVE,2026-09-22T03:00:00,2026-09-23T13:00:00,NO,awaiting vendor
WO-000900,OT-00857,PLT-08,CM,CLOSED,ACTIVE,2026-09-01T12:00:00,2026-09-01T23:00:00,NO,documentation pending
WO-000901,OT-01413,PLT-13,PM,OPEN,DEGRADED,2026-09-03T02:00:00,2026-09-05T15:00:00,NO,operator workaround active
WO-000902,OT-01207,PLT-12,INSPECTION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-10-02T14:00:00,,NO,documentation pending
WO-000903,OT-00436,PLT-05,INSPECTION,DEFERRED,ACTIVE,2026-09-05T10:00:00,2026-09-07T14:00:00,NO,parts substituted
WO-000904,OT-00344,PLT-04,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-10-07T08:00:00,,NO,awaiting vendor
WO-000905,OT-00308,PLT-03,EMERGENCY,DEFERRED,RETURNED_TO_SERVICE,2026-09-13T04:00:00,2026-09-13T21:00:00,NO,operator workaround active
WO-000906,OT-01232,PLT-12,CM,DEFERRED,RETURNED_TO_SERVICE,2026-09-06T05:00:00,2026-09-08T09:00:00,NO,parts substituted
WO-000907,OT-01049,PLT-10,PM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-26T02:00:00,2026-09-28T05:00:00,NO,awaiting vendor
WO-000908,OT-00989,PLT-10,CALIBRATION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-28T18:00:00,,NO,parts substituted
WO-000909,OT-00065,PLT-01,EMERGENCY,OPEN,ACTIVE,2026-09-02T14:00:00,,NO,documentation pending
WO-000910,OT-00126,PLT-02,INSPECTION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-12T07:00:00,,NO,parts substituted
WO-000911,OT-00473,PLT-05,INSPECTION,DEFERRED,ACTIVE,2026-09-04T05:00:00,2026-09-05T13:00:00,NO,parts substituted
WO-000912,OT-00207,PLT-02,EMERGENCY,IN_PROGRESS,OUT_OF_SERVICE,2026-09-18T02:00:00,,NO,operator workaround active
WO-000913,OT-00377,PLT-04,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-10-01T03:00:00,,NO,operator workaround active
WO-000914,OT-00779,PLT-08,CALIBRATION,OPEN,ACTIVE,2026-09-26T00:00:00,2026-09-27T23:00:00,NO,operator workaround active
WO-000915,OT-01662,PLT-15,PM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-18T23:00:00,,NO,awaiting vendor
WO-000916,OT-00401,PLT-04,CALIBRATION,DEFERRED,DEGRADED,2026-09-07T12:00:00,2026-09-08T01:00:00,NO,standard work
WO-000917,OT-01958,PLT-18,CM,IN_PROGRESS,ACTIVE,2026-09-25T20:00:00,2026-09-27T10:00:00,NO,standard work
WO-000918,OT-01810,PLT-17,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-10-04T06:00:00,2026-10-05T11:00:00,NO,operator workaround active
WO-000919,OT-01360,PLT-13,EMERGENCY,DEFERRED,OUT_OF_SERVICE,2026-09-29T15:00:00,,NO,standard work
WO-000920,OT-00129,PLT-02,CALIBRATION,IN_PROGRESS,OUT_OF_SERVICE,2026-10-06T06:00:00,,NO,awaiting vendor
WO-000921,OT-00071,PLT-01,CALIBRATION,CLOSED,ACTIVE,2026-09-27T03:00:00,,NO,parts substituted
WO-000922,OT-01614,PLT-15,PM,DEFERRED,ACTIVE,2026-09-26T15:00:00,,NO,operator workaround active
WO-000923,OT-00940,PLT-09,EMERGENCY,OPEN,RETURNED_TO_SERVICE,2026-09-02T05:00:00,,NO,awaiting vendor
WO-000924,OT-01848,PLT-17,CALIBRATION,DEFERRED,ACTIVE,2026-09-18T09:00:00,,NO,standard work
WO-000925,OT-00774,PLT-08,CALIBRATION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-27T04:00:00,2026-09-27T15:00:00,NO,parts substituted
WO-000926,OT-01126,PLT-11,CALIBRATION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-03T15:00:00,2026-09-04T00:00:00,NO,standard work
WO-000927,OT-01292,PLT-12,CM,CLOSED,ACTIVE,2026-10-09T10:00:00,2026-10-10T06:00:00,NO,standard work
WO-000928,OT-00772,PLT-08,INSPECTION,CLOSED,ACTIVE,2026-09-29T05:00:00,,NO,operator workaround active
WO-000929,OT-01319,PLT-13,INSPECTION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-13T03:00:00,,NO,documentation pending
WO-000930,OT-00466,PLT-05,INSPECTION,OPEN,ACTIVE,2026-09-18T08:00:00,,NO,documentation pending
WO-000931,OT-01913,PLT-18,INSPECTION,OPEN,OUT_OF_SERVICE,2026-09-28T09:00:00,,YES,operator workaround active
WO-000932,OT-02010,PLT-18,CM,CLOSED,ACTIVE,2026-09-05T22:00:00,2026-09-08T18:00:00,NO,operator workaround active
WO-000933,OT-00027,PLT-01,INSPECTION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-15T03:00:00,,NO,awaiting vendor
WO-000934,OT-01177,PLT-11,CALIBRATION,DEFERRED,DEGRADED,2026-10-04T18:00:00,2026-10-05T18:00:00,NO,operator workaround active
WO-000935,OT-00831,PLT-08,EMERGENCY,CLOSED,OUT_OF_SERVICE,2026-09-09T21:00:00,2026-09-12T14:00:00,NO,standard work
WO-000936,OT-01000,PLT-10,EMERGENCY,CLOSED,ACTIVE,2026-09-25T16:00:00,,YES,awaiting vendor
WO-000937,OT-00483,PLT-05,CALIBRATION,OPEN,ACTIVE,2026-09-24T08:00:00,2026-09-26T13:00:00,YES,operator workaround active
WO-000938,OT-01869,PLT-17,CALIBRATION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-10-06T04:00:00,,NO,operator workaround active
WO-000939,OT-01347,PLT-13,INSPECTION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-06T00:00:00,2026-09-07T09:00:00,NO,parts substituted
WO-000940,OT-01520,PLT-14,EMERGENCY,IN_PROGRESS,DEGRADED,2026-10-04T07:00:00,2026-10-07T02:00:00,NO,awaiting vendor
WO-000941,OT-00070,PLT-01,PM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-22T08:00:00,,NO,awaiting vendor
WO-000942,OT-01734,PLT-16,INSPECTION,IN_PROGRESS,DEGRADED,2026-09-30T06:00:00,2026-10-02T04:00:00,YES,parts substituted
WO-000943,OT-01844,PLT-17,CALIBRATION,CLOSED,ACTIVE,2026-09-03T18:00:00,2026-09-06T17:00:00,NO,operator workaround active
WO-000944,OT-00164,PLT-02,INSPECTION,OPEN,DEGRADED,2026-09-14T04:00:00,2026-09-17T00:00:00,NO,documentation pending
WO-000945,OT-01684,PLT-16,INSPECTION,CLOSED,RETURNED_TO_SERVICE,2026-10-10T18:00:00,2026-10-11T09:00:00,NO,documentation pending
WO-000946,OT-00652,PLT-07,CALIBRATION,DEFERRED,ACTIVE,2026-09-22T00:00:00,2026-09-23T20:00:00,NO,parts substituted
WO-000947,OT-00267,PLT-03,CALIBRATION,DEFERRED,OUT_OF_SERVICE,2026-09-13T04:00:00,,NO,parts substituted
WO-000948,OT-01316,PLT-13,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-09-14T15:00:00,,NO,operator workaround active
WO-000949,OT-01114,PLT-11,EMERGENCY,CLOSED,ACTIVE,2026-09-30T13:00:00,,NO,standard work
WO-000950,OT-00459,PLT-05,CALIBRATION,IN_PROGRESS,DEGRADED,2026-09-21T11:00:00,2026-09-24T09:00:00,NO,standard work
WO-000951,OT-01641,PLT-15,CM,IN_PROGRESS,DEGRADED,2026-09-02T23:00:00,2026-09-04T13:00:00,NO,operator workaround active
WO-000952,OT-01378,PLT-13,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-12T18:00:00,2026-09-13T08:00:00,NO,documentation pending
WO-000953,OT-01683,PLT-16,CM,IN_PROGRESS,DEGRADED,2026-09-19T19:00:00,2026-09-22T13:00:00,NO,standard work
WO-000954,OT-00841,PLT-08,EMERGENCY,OPEN,DEGRADED,2026-10-01T02:00:00,,NO,parts substituted
WO-000955,OT-01981,PLT-18,CALIBRATION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-04T20:00:00,2026-09-05T22:00:00,NO,standard work
WO-000956,OT-00729,PLT-07,CM,DEFERRED,OUT_OF_SERVICE,2026-09-30T01:00:00,,YES,awaiting vendor
WO-000957,OT-01508,PLT-14,CALIBRATION,CLOSED,DEGRADED,2026-09-10T05:00:00,2026-09-12T14:00:00,NO,awaiting vendor
WO-000958,OT-00979,PLT-09,CALIBRATION,OPEN,ACTIVE,2026-09-12T14:00:00,,NO,operator workaround active
WO-000959,OT-01487,PLT-14,INSPECTION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-05T10:00:00,,NO,standard work
WO-000960,OT-01239,PLT-12,CM,CLOSED,RETURNED_TO_SERVICE,2026-10-02T07:00:00,,NO,awaiting vendor
WO-000961,OT-01347,PLT-13,CALIBRATION,CLOSED,DEGRADED,2026-09-13T06:00:00,2026-09-13T16:00:00,NO,operator workaround active
WO-000962,OT-00514,PLT-05,EMERGENCY,DEFERRED,DEGRADED,2026-09-05T00:00:00,2026-09-07T17:00:00,NO,standard work
WO-000963,OT-01840,PLT-17,INSPECTION,CLOSED,DEGRADED,2026-10-02T01:00:00,2026-10-03T17:00:00,NO,documentation pending
WO-000964,OT-00136,PLT-02,CM,IN_PROGRESS,DEGRADED,2026-09-05T11:00:00,2026-09-06T09:00:00,NO,parts substituted
WO-000965,OT-01586,PLT-15,EMERGENCY,IN_PROGRESS,DEGRADED,2026-10-08T07:00:00,,NO,awaiting vendor
WO-000966,OT-01759,PLT-16,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-09-27T01:00:00,2026-09-28T21:00:00,NO,standard work
WO-000967,OT-01138,PLT-11,INSPECTION,OPEN,OUT_OF_SERVICE,2026-09-02T06:00:00,2026-09-02T11:00:00,NO,operator workaround active
WO-000968,OT-01784,PLT-16,CALIBRATION,OPEN,DEGRADED,2026-09-09T02:00:00,2026-09-11T14:00:00,NO,operator workaround active
WO-000969,OT-00705,PLT-07,CALIBRATION,DEFERRED,RETURNED_TO_SERVICE,2026-09-22T15:00:00,,NO,parts substituted
WO-000970,OT-01210,PLT-12,PM,DEFERRED,ACTIVE,2026-09-12T17:00:00,,NO,awaiting vendor
WO-000971,OT-01476,PLT-14,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-09-01T08:00:00,,NO,standard work
WO-000972,OT-01831,PLT-17,CALIBRATION,IN_PROGRESS,ACTIVE,2026-09-10T04:00:00,,NO,parts substituted
WO-000973,OT-00507,PLT-05,CALIBRATION,IN_PROGRESS,ACTIVE,2026-09-06T15:00:00,2026-09-07T22:00:00,NO,awaiting vendor
WO-000974,OT-01904,PLT-18,INSPECTION,DEFERRED,DEGRADED,2026-09-21T04:00:00,,NO,operator workaround active
WO-000975,OT-01489,PLT-14,CALIBRATION,DEFERRED,DEGRADED,2026-09-26T13:00:00,,NO,parts substituted
WO-000976,OT-01683,PLT-16,CM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-25T12:00:00,2026-09-28T08:00:00,NO,standard work
WO-000977,OT-00753,PLT-07,INSPECTION,IN_PROGRESS,DEGRADED,2026-09-01T16:00:00,2026-09-04T09:00:00,NO,awaiting vendor
WO-000978,OT-00817,PLT-08,EMERGENCY,DEFERRED,OUT_OF_SERVICE,2026-09-24T23:00:00,,NO,parts substituted
